Contract,0.916737,http://dbpedia.org/resource/Contract
Application software,0.759587,http://dbpedia.org/resource/Application_software
Breach of contract,0.756852,http://dbpedia.org/resource/Breach_of_contract
Mobile computing,0.74514,http://dbpedia.org/resource/Mobile_computing
Mobile development,0.72688,http://dbpedia.org/resource/Mobile_development
