License,0.965512,http://dbpedia.org/resource/License
Contract,0.768114,http://dbpedia.org/resource/Contract
Party,0.512666,http://dbpedia.org/resource/Party
Computer software,0.49468,http://dbpedia.org/resource/Computer_software
Local area network,0.493906,http://dbpedia.org/resource/Local_area_network
Application software,0.449992,http://dbpedia.org/resource/Application_software
