Copyright,0.907651,http://dbpedia.org/resource/Copyright
Employment,0.819173,http://dbpedia.org/resource/Employment
Contract,0.649613,http://dbpedia.org/resource/Contract
The Contractor,0.6141,http://dbpedia.org/resource/The_Contractor
The Work,0.610197,http://dbpedia.org/resource/The_Work_(band)
Intellectual property,0.595745,http://dbpedia.org/resource/Intellectual_property
