Renting,0.982586,http://dbpedia.org/resource/Renting
Rental agreement,0.682313,http://dbpedia.org/resource/Rental_agreement
Property,0.660128,http://dbpedia.org/resource/Property
Real estate,0.569886,http://dbpedia.org/resource/Real_estate
Money,0.555319,http://dbpedia.org/resource/Money
Contract,0.550536,http://dbpedia.org/resource/Contract
Leasing,0.510175,http://dbpedia.org/resource/Leasing
Gentlemen's agreement,0.459177,http://dbpedia.org/resource/Gentlemen's_agreement
