Real property,0.924712,http://dbpedia.org/resource/Real_property
Property law,0.891103,http://dbpedia.org/resource/Property_law
Personal property,0.844649,http://dbpedia.org/resource/Personal_property
Real estate,0.80932,http://dbpedia.org/resource/Real_estate
Pension,0.70197,http://dbpedia.org/resource/Pension
Private property,0.632539,http://dbpedia.org/resource/Private_property
Common law,0.618289,http://dbpedia.org/resource/Common_law
Insurance,0.600125,http://dbpedia.org/resource/Insurance
