Termination of employment,0.915617,http://dbpedia.org/resource/Termination_of_employment
Receipt,0.864881,http://dbpedia.org/resource/Receipt
Performance,0.862021,http://dbpedia.org/resource/Performance
The Red Chord,0.857337,http://dbpedia.org/resource/The_Red_Chord
Property,0.856994,http://dbpedia.org/resource/Property
