Lease,0.9716,http://dbpedia.org/resource/Lease
Renting,0.807533,http://dbpedia.org/resource/Renting
Leasehold estate,0.754219,http://dbpedia.org/resource/Leasehold_estate
Rental agreement,0.667801,http://dbpedia.org/resource/Rental_agreement
Parking,0.663,http://dbpedia.org/resource/Parking
Parking lot,0.65364,http://dbpedia.org/resource/Parking_lot
Leasing,0.645383,http://dbpedia.org/resource/Leasing
Parking space,0.63804,http://dbpedia.org/resource/Parking_space
