Personal digital assistant,0.931239,http://dbpedia.org/resource/Personal_digital_assistant
Privacy policy,0.924248,http://dbpedia.org/resource/Privacy_policy
Mobile device,0.84105,http://dbpedia.org/resource/Mobile_device
Mobile Web,0.82593,http://dbpedia.org/resource/Mobile_Web
Policy,0.814554,http://dbpedia.org/resource/Policy
Mobile computers,0.658489,http://dbpedia.org/resource/Mobile_computers
