Renting,0.956794,http://dbpedia.org/resource/Renting
Rental agreement,0.761476,http://dbpedia.org/resource/Rental_agreement
Leasehold estate,0.717112,http://dbpedia.org/resource/Leasehold_estate
Leasing,0.663241,http://dbpedia.org/resource/Leasing
Lease,0.596003,http://dbpedia.org/resource/Lease
Money,0.556557,http://dbpedia.org/resource/Money
Real estate,0.532696,http://dbpedia.org/resource/Real_estate
Landlord,0.532374,http://dbpedia.org/resource/Landlord
